Inference for Stan model: randomwalk_kalman_model
1 chains: each with iter=(100000); warmup=(0); thin=(1); 100000 iterations saved.

Warmup took (2.1) seconds, 2.1 seconds total
Sampling took (523) seconds, 8.7 minutes total

                    Mean     MCSE   StdDev        5%       50%    95%    N_Eff  N_Eff/s    R_hat
P[40]           7.1e-002 1.8e-004 3.7e-002  2.5e-002  6.5e-002   0.14 4.3e+004 8.3e+001 1.0e+000
P[41]           7.7e-002 2.1e-004 4.5e-002  2.5e-002  6.7e-002   0.16 4.7e+004 9.0e+001 1.0e+000
P[42]           6.8e-002 1.7e-004 3.6e-002  2.4e-002  6.1e-002   0.14 4.4e+004 8.5e+001 1.0e+000
P[43]           6.2e-002 1.5e-004 3.2e-002  2.3e-002  5.7e-002   0.12 4.4e+004 8.4e+001 1.0e+000
P[44]           6.8e-002 1.8e-004 4.0e-002  2.3e-002  6.0e-002   0.14 4.8e+004 9.2e+001 1.0e+000
P[45]           7.6e-002 2.2e-004 5.1e-002  2.3e-002  6.4e-002   0.17 5.1e+004 9.8e+001 1.0e+000
P[46]           8.0e-002 2.5e-004 5.6e-002  2.3e-002  6.6e-002   0.19 5.2e+004 9.9e+001 1.0e+000
P[47]           6.9e-002 1.9e-004 4.0e-002  2.2e-002  6.0e-002   0.15 4.6e+004 8.8e+001 1.0e+000
P[48]           7.6e-002 2.3e-004 5.0e-002  2.2e-002  6.4e-002   0.17 5.0e+004 9.5e+001 1.0e+000
P[49]           8.3e-002 2.6e-004 6.0e-002  2.2e-002  6.8e-002   0.20 5.2e+004 9.9e+001 1.0e+000
P[50]           8.6e-002 2.8e-004 6.4e-002  2.2e-002  7.0e-002   0.21 5.2e+004 9.9e+001 1.0e+000
P[51]           8.9e-002 2.9e-004 6.7e-002  2.2e-002  7.2e-002   0.22 5.1e+004 9.8e+001 1.0e+000
P[52]           9.2e-002 3.1e-004 6.9e-002  2.2e-002  7.4e-002   0.23 5.1e+004 9.8e+001 1.0e+000
P[53]           7.5e-002 2.2e-004 4.6e-002  2.1e-002  6.6e-002   0.16 4.5e+004 8.5e+001 1.0e+000
P[54]           6.6e-002 1.8e-004 3.7e-002  2.0e-002  6.0e-002   0.14 4.3e+004 8.2e+001 1.0e+000
P[55]           7.2e-002 2.1e-004 4.5e-002  2.0e-002  6.3e-002   0.16 4.6e+004 8.8e+001 1.0e+000
P[56]           6.4e-002 1.8e-004 3.7e-002  1.9e-002  5.8e-002   0.13 4.3e+004 8.3e+001 1.0e+000
P[57]           7.2e-002 2.1e-004 4.7e-002  1.9e-002  6.2e-002   0.16 4.8e+004 9.1e+001 1.0e+000
P[58]           6.4e-002 1.8e-004 3.7e-002  1.8e-002  5.7e-002   0.13 4.4e+004 8.4e+001 1.0e+000
P[59]           5.9e-002 1.6e-004 3.3e-002  1.8e-002  5.4e-002   0.12 4.3e+004 8.2e+001 1.0e+000
P[60]           6.5e-002 1.9e-004 4.2e-002  1.8e-002  5.7e-002   0.14 4.7e+004 9.0e+001 1.0e+000
P[61]           7.1e-002 2.2e-004 4.9e-002  1.8e-002  6.0e-002   0.16 4.9e+004 9.4e+001 1.0e+000
P[62]           7.8e-002 2.6e-004 5.9e-002  1.8e-002  6.4e-002   0.19 5.2e+004 9.9e+001 1.0e+000
P[63]           6.7e-002 2.0e-004 4.2e-002  1.7e-002  5.8e-002   0.15 4.5e+004 8.6e+001 1.0e+000
P[64]           6.1e-002 1.7e-004 3.6e-002  1.7e-002  5.5e-002   0.13 4.3e+004 8.3e+001 1.0e+000
P[65]           6.7e-002 2.0e-004 4.4e-002  1.7e-002  5.8e-002   0.15 4.7e+004 8.9e+001 1.0e+000
P[66]           7.4e-002 2.4e-004 5.4e-002  1.7e-002  6.2e-002   0.18 5.0e+004 9.6e+001 1.0e+000
P[67]           8.1e-002 2.8e-004 6.3e-002  1.7e-002  6.5e-002   0.20 5.2e+004 9.9e+001 1.0e+000
P[68]           8.4e-002 2.9e-004 6.6e-002  1.7e-002  6.8e-002   0.21 5.1e+004 9.8e+001 1.0e+000
P[69]           7.0e-002 2.1e-004 4.5e-002  1.6e-002  6.1e-002   0.16 4.4e+004 8.5e+001 1.0e+000
P[70]           7.7e-002 2.5e-004 5.5e-002  1.6e-002  6.5e-002   0.18 4.8e+004 9.1e+001 1.0e+000
P[71]           8.1e-002 2.7e-004 6.0e-002  1.6e-002  6.8e-002   0.20 4.9e+004 9.3e+001 1.0e+000
P[72]           8.8e-002 3.1e-004 6.9e-002  1.6e-002  7.1e-002   0.22 5.0e+004 9.6e+001 1.0e+000
P[73]           9.1e-002 3.2e-004 7.1e-002  1.6e-002  7.3e-002   0.23 5.0e+004 9.6e+001 1.0e+000
P[74]           7.4e-002 2.3e-004 4.7e-002  1.6e-002  6.5e-002   0.16 4.3e+004 8.2e+001 1.0e+000
P[75]           7.8e-002 2.5e-004 5.3e-002  1.6e-002  6.8e-002   0.18 4.5e+004 8.7e+001 1.0e+000
P[76]           8.3e-002 2.7e-004 5.9e-002  1.6e-002  7.0e-002   0.20 4.7e+004 9.0e+001 1.0e+000
P[77]           8.9e-002 3.1e-004 6.8e-002  1.6e-002  7.4e-002   0.22 4.9e+004 9.4e+001 1.0e+000
P[78]           7.3e-002 2.2e-004 4.6e-002  1.6e-002  6.6e-002   0.16 4.2e+004 8.1e+001 1.0e+000
P[79]           6.5e-002 1.9e-004 3.8e-002  1.5e-002  6.0e-002   0.13 4.1e+004 7.8e+001 1.0e+000
P[80]           7.2e-002 2.3e-004 4.8e-002  1.5e-002  6.4e-002   0.16 4.5e+004 8.6e+001 1.0e+000
P[81]           7.9e-002 2.6e-004 5.8e-002  1.5e-002  6.8e-002   0.19 4.8e+004 9.2e+001 1.0e+000
P[82]           8.3e-002 2.8e-004 6.2e-002  1.5e-002  7.0e-002   0.20 4.9e+004 9.3e+001 1.0e+000
P[83]           7.0e-002 2.1e-004 4.4e-002  1.5e-002  6.3e-002   0.15 4.2e+004 8.1e+001 1.0e+000
P[84]           7.7e-002 2.5e-004 5.4e-002  1.5e-002  6.7e-002   0.18 4.6e+004 8.8e+001 1.0e+000
P[85]           8.4e-002 2.9e-004 6.3e-002  1.5e-002  7.0e-002   0.20 4.9e+004 9.3e+001 1.0e+000
P[86]           9.1e-002 3.2e-004 7.2e-002  1.5e-002  7.4e-002   0.23 5.0e+004 9.6e+001 1.0e+000
P[87]           7.4e-002 2.3e-004 4.7e-002  1.5e-002  6.6e-002   0.16 4.3e+004 8.1e+001 1.0e+000
P[88]           6.5e-002 1.9e-004 3.9e-002  1.4e-002  6.0e-002   0.14 4.1e+004 7.7e+001 1.0e+000
P[89]           7.1e-002 2.2e-004 4.6e-002  1.4e-002  6.3e-002   0.16 4.4e+004 8.4e+001 1.0e+000
P[90]           7.6e-002 2.4e-004 5.3e-002  1.4e-002  6.6e-002   0.18 4.6e+004 8.8e+001 1.0e+000
P[91]           8.0e-002 2.7e-004 5.8e-002  1.4e-002  6.8e-002   0.19 4.7e+004 9.1e+001 1.0e+000
P[92]           6.8e-002 2.1e-004 4.2e-002  1.4e-002  6.2e-002   0.15 4.2e+004 8.0e+001 1.0e+000
P[93]           6.2e-002 1.8e-004 3.6e-002  1.4e-002  5.7e-002   0.13 4.0e+004 7.7e+001 1.0e+000
P[94]           6.8e-002 2.1e-004 4.4e-002  1.4e-002  6.0e-002   0.15 4.4e+004 8.5e+001 1.0e+000
P[95]           7.3e-002 2.4e-004 5.1e-002  1.4e-002  6.3e-002   0.17 4.7e+004 8.9e+001 1.0e+000
P[96]           8.0e-002 2.7e-004 6.1e-002  1.4e-002  6.6e-002   0.19 4.9e+004 9.4e+001 1.0e+000
